Property_ID,MLS_Number,Listing_Date,Sale_Date,Street_Address,City,State,Zip_Code,Country,Latitude,Longitude,Property_Type,Bedrooms,Bathrooms,Lot_Size_SqFt,Living_Area_Reported,Year_Built,Year_Renovated,Garage_Spaces,Has_Pool,Has_Garden,Heating_Type,Cooling_Type,School_Rating,Crime_Rate_Index,Neighborhood_Quality_Score,Distance_To_City_Center_Reported,HOA_Fee_Monthly,Property_Tax_Annual,Days_On_Market,List_Price,Sale_Price,Price_Per_SqFt,Is_Foreclosure,Currency,Agent_Name,Agent_Phone,Agent_Email,Listing_Description,Buyer_Feedback
PROP-103432,MLS-103432,"June 06, 2026",06-Jul-2026,6707 Aaron Extension,Ra aleigh,North Carolina,23972,Usa,32.967714,-67.474892,CONDOMINIUM,3,2.3,7407.0,2124.4 sqft,1969.0,,3.0,NO,true,Gas,Ductless,4.2,5.47,67.2,0.57 mi,$33.49,"$3,562.58",156,"261,846.16",248825.45,117.13,No,USD,Austin Garza,(632) 700-3567,austin.garza81@outlook.com,"Luxury Condo boasting modern finishes, 3 bedrooms, and a three-car garage.","gooood house, will recomend!!"
PROP-108519,MLS-108519,07.03.2026,,652 Gregory Club Apt. 685,Miami ,Florida,24140, USA,40.049787,-67.37087,CONDOMINIUM,6,5.2,11797.1,208.9 sqm,1998.0,,3.0,NO,false,Wood,Ductless,8.6,16.45,75.4,15.55 mi,178.99,5893.7,20,"$492,196.54",,,false,USD,Theresa Webster,914-844-7533,theresa.webster83@realty.com,,
PROP-103012,MLS-103012,12.09.2024,,658 Gibson Lakes Suite 903,Raleigh,north carolina,47275,United States,38.50739,-69.075026,HOUSE,1,1.0,11785.3,1956.4 sqft,2020.0,,2.0,NO,No,Electric,,5.6,11.34,67.9,0.47 km,23.14,"8,258.85",22,583378.21,,,0,USD,Antonio Cooper ,940-626-4471,antonio.cooper86@outlook.com,    ,Traffic noise was worse than expected.
PROP-104120,MLS-104120,11/23/2025,11/23/2025,33098 Williams Walk Apt. 429,Denvr,Colorado	,71816,United States,27.102742,-99.3017,CONDOMINIUM,4,4.4,3545.0,1191.0 sqft,1975.0,,2.0,YES,0,Electric,Window Unit,6.4,36.85,54.6,1.79 km,138.23,"2,447.20",6,"$248,823.14",232518.55,195.23,False,USD,Eric Brewer	,CALL-ME-2737,eric.brewer3@yahoo.com,  Charming 4-bed CONDO in the heart of Denvr. Recently updated kitchen and spaciouss backyard.  ,
PROP-109053,MLS-109053,08/08/2023,17/03/2025,58782 Jarvis Track Suite 523,Seattle ,WA,43719,United States,44.593761,,TOWNHOUSE,7,5.0,5081.0,1585.5 sqft,1950.0,,2.0, No,yes ,Wood,,6.8,1.15,80.7,1.61 km,$126.57,4385.69,7,"238,249.68",239783.07,151.23,false,USD,Susan Perkins,(731) 685-6304,susan.perkins58@outlook.com,,
PROP-103442,MLS-103442,2025-10-03,12/12/2025,9937 Hall Roads,Charlotte,  NC,84165,United States,42.549759,-70.74864,APARTMENT,5,5.1,7422.4,184.0 sqm,1994.0,,1.0, No,False,Electric,Ductless,7.0,14.77,74.4,3.74 km,$295.56,8031.11,23,"$623,811.15",583810.55,294.79,False,USD,Zachary Bailey,466-407-6719,zachary.bailey6@outlook.com,Charming 5-bed Apartment in the heart of Charlotte. Recently updated kitchen and spacious backyard.,Agent was very responsive and helpful throughout.
PROP-105821,MLS-105821,16-Sep-2023,,2518 Wong Ridge Apt. 550,Portla and,Oregon,52761,US,,-73.17686,CONDOMINIUM,1,1.0,2965.0,2057.1 sqft,1970.0,,2.0,yes ,No,Gas,Central AC,2.9,0.83,56.1,3.65 mi,$43.43,"$5,716.27",19,"329,768.79",,,0,USD,Sarah Patterson,(843) 684-9061,sarah.patterson93@gmail.com,"Luxury Condo boasting modern finishes, 1 bedrooms, and a three-car garage.","Kitchen appliances were outdated, needs renovation."
PROP-102219,MLS-102219,09/22/2025,,637 Jackson Alley,raleigh,North Carolina,78-701,Usa,43.641131,-101.934948,CONDOMINIUM,2,1.0,1993.3,2365.5 sqft,2025.0,,1.0,False,N,,Evaporative,5.4,18.09,77.2,5.84 mi,63.32,5148.07,12,"$493,715.57",,,N,USD,Michael Parks,CALL-ME-1525,michael.parks53@outlook.com,"  Luxury Condo boasting modern finishes, 2 bedrooms, and a three-car garage.  ","Kitchen appliances were outdated, needs renovation."
PROP-107144,MLS-107144,05-Feb-2025,,3262 Jodi Mount Apt. 275,orlando,FL,60671,USA,47.052528,-105.25661,DUPLEX,4,4.1,6171.6,2899.2 sqft,1979.0,2003.0,2.0,0,yes ,Gas,Evaporative,5.5,32.42,52.1,1.19 mi,11.23,"$12,046.00",43,726231.26,,,NO,USD,Pamela Morris	,(840) 539-7195,pamela.morris14@yahoo.com,"Spacious Duplex featuring 4 bedrooms and 4.1 bathrooms, close to downtown orlando.",
PROP-105020,MLS-105020,08.12.2023,"March 05, 2025",92191 Marsh Parkway,Atlanta,Georgia,ZZ12345,US,47.833655,-87.888175,VILLA,1,1.0,23351.4,2374.4 sqft,1986.0,,3.0,No,Y,Electric,,7.6,2.55,77.9,1.6 km,,"$9,766.59",-57,"535,367.30",471787.11,198.7,N,USD,Brian Gonzalez	,(908) 824-4520,brian.gonzalez32@outlook.com,"Spacious VILLA featuring 1 bedrooms and 1.0 bathrooms, close to downtown Atlanta.",
PROP-101840,MLS-101840,30-Oct-2023,01/14/2024,001 Brady Lights Suite 949	, Atlanta,Georgia,86382,United States,45.645337,-96.386921,HOUSE,3,3.8,6620.3,2475.0 sqft,1956.0,,2.0,false,true,Solar,,4.0,15.46,52.1,8.3 km,$33.20,"5,273.06",5,"$683,313.86",601828.87,243.16,N,USD,Connor Summers,CALL-ME-4799,connor.summers3realty.com,"Spacious HOUSE featuring 3 bedrooms and 3.8 bathrooms, close to downtown  Atlanta.",Not worth the asking price tbh.
PROP-102402,MLS-102402,"March 22, 2025",,25727 Crystal Hollow,Nà àshville,Tennessee ,17105,United States,47.038514,-121.242188,CONDOMINIUM,1,1.0,3319.6,1217.1 sqft,1955.0,,0.0,Yes,0,,,2.2,11.14,61.0,18.23 km,107.02,3962.67,23,"229,039.02",,,N,USD,Rebecca Bennett,(992) 840-6149,rebecca.bennett67@realty.com,"Luxury Condo boasting modern finishes, 1 bedrooms, and a three-car garage.",Agent was very responsive and helpful throughout.
PROP-106676,MLS-106676,"October 03, 2025","October 13, 2025",210 Jennifer Circle Apt. 450,Atlanta,GA,64227,USA,48.967812,-93.804695,HOUSE,6,5.4,15339.0,1061.1 sqft,1941.0,,0.0,No,Y,Electric,,5.0,6.63,74.8,2.05 km,22.71,3955.13,10,"$226,607.45",234346.88,220.85,0,USD,Michael Gutierrez,(657) 409-7076,michael.gutierrez70@gmail.com,"Cozy House with great potential, located near top-rated schools in Atlanta.",Overpriced for the condition it was in...
PROP-107852,MLS-107852,02-Nov-2025,"November 24, 2025",2966 Banks Haven,Atlanta ,Georgia,54735, USA,35.237701,-81.281926,HOUSE,6,6.6,1718.3,2432.1 sqft,1960.0,,1.0,False,false,Coal,Window Unit,10.0,35.16,74.9,18.56 km,23.85,"14,093.35",81,"$830,965.44",830203.06,341.35,False,USD,Michael Foley,(243) 371-4497,michael.foley26@outlook.com,"Fixer-upper House priced to sell, needs TLC but great bones.",Traffic noise was worse than expected.
PROP-102942,MLS-102942,18/05/2024,,  288 Ryan Mountain Apt. 460,Seattle,Washington,92206, USA,27.257912,-101.370172,HOUSE,2,1.2,6123.3,2630.4 sqft,2022.0,,0.0, No,0,,Evaporative,7.0,8.26,73.2,6.33 km,$0.00,6297.4,11,,,,false,USD,Travis Anderson ,808.755.abcd,travis.anderson15@yahoo.com,"Cozy Hse with great potential, located near top-rated schools in Seattle.",
PROP-108259,MLS-108259,19.03.2026,06-Jul-2026,342 Prince Shoal Suite 551,nashville,tn ,36870,usa,36.026698,-106.863869,HOUSE,3,1.1,6222.1,2234.4 sqft,2017.0,2018.0,0.0,yes ,Y,Gas,,9.0,6.63,85.1,0.32 km,18.37,"$5,089.53",71,"$302,733.32",281535.08,126.0,N,USD,James Rice,(997) 662-8534,james.rice_at_gmail.com,"Cozy House with great potential, located near top-rated schools in nashville.","Great location, close to schools and shops."
PROP-100245,MLS-100245,"September 03, 2023",2026-05-05,292 Dale Shoals Suite 866,charlotte,north carolina,50065,US,27.561084,-86.975308,HOUSE,1,1.0,4009.8,1945.1 sqft,1946.0,,3.0,0,0,Wood,,5.4,11.83,67.7,16.2 km,$50.63,"$6,027.94",55,280381.75,307632.77,158.16,N,USD,Jonathan Moreno	,(973) 503-3370,jonathan.moreno40@gmail.com,,Loved the open floor plan and natural light!!
PROP-107619,MLS-107619,"January 05, 2025","September 15, 2025",33944 Evans Estate Apt. 723,chicago,IL,73125,United States,32.753849,-109.420872,TOWNHOUSE,4,3.6,5138.7,1706.2 sqft,1994.0,2012.0,1.0,NO,True,Solar,,7.5,5.7,,7.78 km,128.41,5888.74,11,367095.58,360264.81,211.15,N,USD,Carol Hill ,255-793-1562,carol.hill77@realty.com,"Spacious TOWNHOUSE featuring 4 bedrooms and 3.6 bathrooms, close to downtown chicago.","Great location, close to schools and shops."
PROP-105619,MLS-105619,05/01/2026,2026-01-24,163 Peterson Springs Apt. 858,Portla and,OR,36428,US,33.628928,-104.187678,HOUSE,2,1.0,8760.8,2187.7 sqft,1930.0,1940.0,3.0,YES,false,Gas,Evaporative,6.4,2.28,79.6,0.24 km,$17.39,"6,150.52",11,521135.76,525853.74,240.37,No,USD,Margaret Singh MD,CALL-ME-6457,margaret.singh.md32outlook.com,Charming 2-bed Hse in the heart of Portla and. Recently updated kitchen and spacious backyard.,"Beautiful backyard, perfect for entertaining guests."
PROP-100979,MLS-100979,26.11.2024,13-May-2026,4988 Welch Islands Apt. 984,Boston 	,Massachusetts,18653,usa,42.802227,-74.020154,CONDOMINIUM,3,2.6,1914.6,2030.4 sqft,1951.0,,2.0,false,False,Electric,,6.4,0.83,78.2,3.71 km,94.53,"$7,459.93",14,503308.17,544408.5,268.13,N,USD,Katherine Miller,249.746.abcd,katherine.miller92@realty.com,"Fixer-upper Condominium priced to sell, needs TLC but great bones.",Traffic noise was worse than expected.
PROP-102323,MLS-102323,2025-05-22,"March 15, 2026",2618 Rosales Isle Suite 375,Sacramento,California,85527,US,42.772582,-116.259407,HOUSE,2,1.4,3233.5,2599.0 sqft,1993.0,,2.0,0,False,Electric,Window Unit,5.3,6.04,64.3,8.48 km,33.55,"$4,988.93",149,"$563,899.35",564682.93,217.27,N,USD,Michael Barnett,834-684-1034,michael.barnett_at_outlook.com,"  Fixer-upperr Hse priced to sell, needs TLC but great bones.  ",Neighborhood is quiet and safe for kids.
PROP-101213,MLS-101213,2025-01-17,01/30/2026,18491 Veronica Junction Apt. 855,PORTLAND,Oregon,80125,U.S.A,40.867244,-87.834555,HOUSE,3,2.3,6421.5,2782.2 sqft,1992.0,,0.0,No,1,Gas,Window Unit,6.3,2.62,64.1,11.74 km,Unknown,"$5,529.69",26,"$588,730.37",596565.25,214.42, No,USD,Sherry Patterson,(295) 863-9176,sherry.patterson83@outlook.com,"Spacious House featuring 3 bedrooms and 2.3 bathrooms, close to downtown PORTLAND.","Great location, close to schools and shops."
PROP-106387,MLS-106387,01/01/2026,10-Feb-2026,58595 Mandy Cliffs Apt. 264,Columbus,OH,73745,U.S.A,44.998067,-67.805935,HOUSE,4,4.3,3487.4,1776.7 sqft,2013.0,,2.0,false,True,Oil,Ductless,7.6,14.83,59.3,8.03 km,5.10,3584.47,11,"$300,884.35",289928.51,163.18, No,USD,Christopher Lowery,(864) 443-6835,christopher.lowery89@gmail.com,Charming 4-bed House in the heart of Columbus. Recently updated kitchen and spacious backyard.,Not worth the asking price tbh.
PROP-105459,MLS-105459,01/02/2024,"November 14, 2025",780 Brandon Burgs Suite 715,raleigh,north carolina,79605,Usa,32.847687,-119.976827,VILLA,3,2.3,9034.0,2272.4 sqft,1987.0,2009.0,2.0, No,Y,Gas,,7.7,9.79,80.4,1.56 mi,$36.64,"$7,796.46",32,"517,638.46",524122.76,230.65,0,USD,Lisa Mccormick,CALL-ME-7997,lisa.mccormick61@realty.com,,
PROP-104677,MLS-104677,2023-12-17,2026-03-21,69446 Robinson Brooks,Raleigh ,North Carolina,86805, USA,25.389182,-111.518157,HOUSE,2,1.9,3146.2,1654.5 sqft,2008.0,,1.0,N,No,Gas,Evaporative,8.4,33.17,62.4,4.07 km,$11.00,"$5,117.98",38,"416,495.96",372201.97,224.96,No,USD,Samantha Ramos,(367) 960-8037,samantha.ramos30@outlook.com,Charming 2-bed House in the heart of Raleigh . Recently updated kitchen and spacious backyard.,Overpriced for the condition it was in...
PROP-107862,MLS-107862,10/18/2023,,36309 Vasquez Isle Suite 138 ,Phoenix,AZ,17563,USA,43.323968,-86.177444,CONDOMINIUM,6,5.5,16068.3,1536.8 sqft,1989.0,2009.0,1.0,yes , No,Solar,Evaporative,6.3,0.22,78.8,3.72 km,$75.59,1985.33,13,"232,879.35",,,false,USD,Brad Bradshaw,(717) 362-1136,brad.bradshaw98@gmail.com,Charming 3-bed Condo in the heart of Phoenix. Recently updated kitchen and spacious backyard.,"Kitchen appliances were outdated, needs renovation."
PROP-105749,MLS-105749,17.08.2025,01/08/2026,90157 Jessica Hill,Boston,Massachusetts,70227,United States,26.660622,-122.388595,HOUSE,2,1.6,7108.1,2602.1 sqft,1949.0,,0.0,false,false,Solar,,6.8,3.86,75.9,9.29 mi,24.09,"3,767.86",33,423519.34,389298.56,149.61,NO,USD,Patricia Smith,CALL-ME-5048,patricia.smith91@gmail.com,"Cozy house with great potential, located near top-rated schools in Boston.",Not worth the asking price tbh.
PROP-107931,MLS-107931,04-Oct-2023,29-Nov-2024,7205 Michelle Burg Apt. 076,Orla ando,  FL,61781,US,41.416813,-99.662402,HOUSE,4,2.4,3648.1,1877.0 sqft,1968.0,,,False,YES,Solar,,4.8,,68.1,2.77 km,$11.62,"$2,005.59",19,"$206,640.13",202975.81,108.14,False,USD,Linda Beltran,(675) 557-1912,linda.beltran98@gmail.com,"Spacious  House featuring 4 bedrooms and 2.4 bathrooms, close to downtown Orla ando.",
PROP-106598,MLS-106598,2024-08-25,"June 26, 2025",1574 Vincent Lights Apt. 164,Sacramento,ca,68765,United States,35.167058,-119.553053,CONDOMINIUM,2,1.7,6344.5,1011.1 sqft,1995.0,,1.0,NO,No,Oil,Evaporative,6.7,13.97,63.0,5.25 km,182.26,"$2,816.83",3,219869.12,206913.28,204.64,NO,USD,  Mary Montes,304-332-2178,mary.montes18@yahoo.com,"Fixer-upper Condo priced to sell, needs TLC but great bones.",
PROP-101371,MLS-101371,12.09.2024,02-Mar-2026,95368 Alejandro Mountain,Orlando,Florida,44582,United States,44.687829,-108.154956,CONDOMINIUM,8,6.3,10511.2,2220.2 sqft,1968.0,,4.0,0,NO,Electric,,2.1,52.19,32.1,8.57 km,41.31,"$6,791.15",23,"$341,436.90",348245.4,156.85,0,USD,George Sparks ,(751) 757-5666,george.sparks_at_gmail.com,"  Cozy condo with great potential, located near top-rated schools in Orlando.  ",
PROP-103679,MLS-103679,20.02.2026,2026-06-02,125 Garcia Junctions Apt. 878	,Boston,Massachusetts,71950, USA,39.719829,-76.341364,APARTMENT,3,3.4,12823.2,1666.2 sqft,1962.0,,2.0,NO,YES,Gas,,,9.35,62.9,5.92 mi,139.10,"$2,411.37",23,"271,095.26",255948.57,153.61,1,USD,Jeffrey Chavez,CALL-ME-8534,jeffrey.chavez20@realty.com,"Luxury Apartment boasting modern finishes, 3 bedrooms, and a three-car garage.",
PROP-108017,MLS-108017,2025-05-04,16.03.2026,831 Bruce Extension,Charlotte,NC,71546,US,27.937633,-95.050247,TOWNHOUSE,3,2.9,18253.5,128.4 sqm,2099.0,,2.0, No,Y,Gas,,3.4,0.88,61.2,3.11 km,0.0,4006.72,65,"390,836.12",346481.63,250.75,No,USD,Shirley Larson,(470) 729-5817,shirley.larson94@outlook.com,,Overpriced for the condition it was in...
PROP-101537,MLS-101537,2023-10-02,19/03/2026,6470 Smith Point,  Austin,TX,28254,USA,35.347208,-123.086156,HOUSE,2,1.0,2299.7,1009.5 sqft,1999.0,,2.0,No,False,Oil,Window Unit,9.6,36.64,70.1,0.43 mi,0.0,"4,133.77",23,"264,163.72",274292.27,271.71,0,USD,John Harris,(481) 648-8921,john.harris80@gmail.com,"Luxury  House boasting modern finishes, 2 bedrooms, and a three-car garage.","House needed a lot of repairs, roof was leaking."
PROP-108223,MLS-108223,2024-06-17,,15001 Amy Branch,Dàllàs,TX,40300,USA,44.905257,-76.142326,HOUSE,4,2.4,15556.8,2778.1 sqft,1966.0,,3.0,1,1,Gas,,7.3,23.14,70.2,1.9 km,21.88,,18,700233.06,,,0,USD,Andrea Young,(578) 286-3542,andrea.young76@yahoo.com,"Luxury house boasting modern finishes, 4 bedrooms, and a three-car garage.","Beautiful backyard, perfect for entertaining guests."
PROP-108217,MLS-108217,08-Jul-2026,,4901 Olsen Bypass ,Portland,oregon,88460,United States,,-87.533048,HOUSE,2,1.1,9211.6,943.8 sqft,1976.0,,2.0,Yes,True,Gas,Window Unit,8.1,1.66,78.6,8.76 km,0.00,"$2,969.59",12,207126.81,,, No,USD,Angelica Mathis,(599) 521-4030,angelica.mathis36@gmail.com,"Spacious House featuring 2 bedrooms and 1.1 bathrooms, close to downtown Portland.",Closing process took way longer than promised.
PROP-107682,MLS-107682,09/09/2024,,12028 Allen Forge Apt. 392,  DALLAS,Texas,25832, USA,34.200229,-72.241038,HOUSE,6,4.1,5532.9,573.8 sqft,1950.0,,2.0,NO, No,,,2.9,6.86,65.2,10.18 km,4.97,"$2,504.59",28,"127,977.42",126786.61,220.96,N,USD,Victor King,(680) 867-6356,victor.king48@outlook.com,"Cozy House with great potential, located near top-rated schools in DALLAS.",
PROP-104995,MLS-104995,2025-05-24,21.03.2026,09912 Hernandez Inlet,Portland,Oregon,31999, USA,35.713627,-111.473597,HOUSE,7,6.2,10252.6,1361.1 sqft,1958.0,,2.0,N,1,Geothermal,,5.3,38.24,49.0,2.81 km,$41.16,"$3,397.99",29,TBD,229409.94,168.55,false,USD,Ian Thomas,(220) 216-6516,ian.thomas23@realty.com,Charming 7-bed HOUSE in the heart of Portland. Recently updated kitchen and spacious backyard.,
PROP-100937,MLS-100937,2025-02-21,11-Apr-2025,706 Sydney Trace Apt. 748,Seattle	,Washington,15786, USA,38.985249,,HOUSE,0,1.0,11190.1,183.5 sqm,1954.0,,1.0,False,Y,Gas,,7.3,1.42,83.9,6.08 mi,$14.15,"$9,969.94",6,"$529,040.41",515529.33,261.07,NO,USD,Shannon Reyes,(392) 572-9225,shannon.reyes96@realty.com,"Cozy House with great potential, located near top-rated schools in Seattle.",
PROP-101948,MLS-101948,12/31/2025,2026-03-30,16250 Terry Radial,Nashville	,TN,64225,US,,-71.565821,HOUSE,1,1.8,6413.9,3063.5 sqft,1959.0,,1.0,False,1,Electric,,5.0,1.91,67.4,5.48 km,$36.49,"$4,528.36",22,"305,091.69",325029.74,106.1,false,USD,Ashley Salas,(635) 589-4000,ashley.salas6@yahoo.com,"Luxury House boasting modern finishes, 1 bedrooms, and a three-car garage.",Neighborhood is quiet and safe for kids.
PROP-104698,MLS-104698,12/01/2026,,232 Harris Orchard Apt. 623,Miami,florida,70404,usa,35.415419,-101.655034,TOWNHOUSE,8,7.5,6542.1,314.3 sqm,1985.0,,2.0, No,YES,Geothermal,Window Unit,8.2,2.8,80.9,2.55 km,238.99,"$14,609.58",47,"$764,293.49",,,0,USD,  Stephen Johnson,(517) 348-6661,stephen.johnson73@yahoo.com,,Neighborhood is quiet and safe for kids.
PROP-103298,MLS-103298,11-Jun-2025,21-Jun-2025,52123 Greg Viaduct,Portland,or,90611,US,26.365472,-93.165037,APARTMENT,6,4.2,2058.5,2908.4 sqft,2003.0,,1.0,0,yes ,,,5.0,14.88,59.2,0.83 km,$0.00,"$8,411.59",81,"$703,214.74",664894.99,228.61,NO,USD,Aaron Lindsey,621-261-3769,aaron.lindsey56@realty.com,"Spacious Apartment featuring 6 bedrooms and 4.2 bathrooms, close to downtown Portland.",Loved the open floor plan and natural light!!
PROP-108532,MLS-108532,2025-05-13,09/18/2025,1066 King Square Apt. 565,Ra aleigh,NC,90540,usa,47.686498,-85.660742,HOUSE,2,1.7,8807.9,1996.9 sqft,2008.0,2025.0,1.0,0,Yes,,Central AC,10.0,21.7,86.7,2.31 km,$38.15,6477.59,14,"$518,878.10",484552.11,242.65, No,USD,Vincent Nunez,(320) 584-7829,vincent.nunez88@yahoo.com,"Spacious house featuring 2 bedrooms and 1.7 bathrooms, close to downtown Ra aleigh.",
PROP-102631,MLS-102631,19-Nov-2025,,5333 Roth Mills Suite 963,Nashville,Tennessee,68725,usa,33.000422,-76.991916,APARTMENT,3,,5622.7,300.0 sqft,1971.0,,2.0,No,0,Gas,,,12.72,67.4,35.95 km,283.77,$898.67,27,"82,670.42",,,N,USD,Jamie Greer,(491) 284-6106,jamie.greer_at_yahoo.com,"Luxury Apartment boasting modern finishes, 3 bedrooms, and a three-car garage.",
PROP-104573,MLS-104573,31-Oct-2025,21/12/2025,921 Wanda River Suite 986,Dallas ,tx,88527,U.S.A,43.305806,-85.637145,TOWNHOUSE,3,2.0,17218.2,1790.9 sqft,1991.0,1993.0,1.0,0,NO,Electric,Evaporative,5.4,11.87,68.9,0.08 km,218.03,"$8,103.36",106,396503.62,369113.68,206.11,0,USD,Ricky Smith,(913) 387-2777,ricky.smith31@realty.com,,
PROP-108051,MLS-108051,07/03/2024,"December 07, 2024",32129 Danielle Ways Apt. 385,chicago,IL,83706,USA,40.842488,-123.579385,TOWNHOUSE,2,1.5,6402.9,2001.8 sqft,1968.0,,2.0,yes ,true,Oil,,,3.45,70.1,1.62 km,26.87,"$5,726.46",12,"331,936.06",307221.94,153.47,0,USD,David Mueller,(405) 988-1893,david.mueller84@yahoo.com,    ,
PROP-101411,MLS-101411,09/02/2025,,61608 Kimberly Mountàins Apt. 239,Portla and,Oregon,52297,Usa,31.706924,-84.899063,HOUSE,4,3.0,11189.0,1768.3 sqft,1965.0,,2.0,NO,N,Gas,,8.7,7.54,84.8,0.65 km,$20.60,"$6,950.90",6,"$393,571.78",,,NO,USD,John Hodges,562.778.abcd,john.hodges58@realty.com,"Fixer-upper HOUSE priced to sell, needs TLC but great bones.",
PROP-101833,MLS-101833,13-Dec-2023,15-Dec-2023,076 Kenneth Creek Suite 359,Chicago,IL,16186,United States,32.330411,-89.982496,HOUSE,1,1.5,7849.3,213.7 sqm,1998.0,,0.0,true,0,Gas,,4.7,18.5,58.9,3.86 km,$25.15,"$4,483.61",79,"$575,646.40",550511.08,239.28,N,USD,Rebecca Thompson,(325) 827-1265,rebecca.thompson33@yahoo.com,"Luxury  House boasting modern finishes, 1 bedrooms, and a three-car garage.",
PROP-106980,MLS-106980,08/10/2025,01/18/2026,  88478 Holly Junction Suite 859,Orlando,Florida,42074,U.S.A,36.338885,-115.608424,HOUSE,5,4.4,4840.5,1782.1 sqft,1987.0,2014.0,1.0,True,True,Gas,,3.6,4.05,58.4,4.51 km,$21.39,"$4,613.31",36,"219,239.86",224418.23,125.93,0,USD,Pamela Cox,(800) 352-6253,pamela.cox31@gmail.com,Charming 5-bed House in the heart of Orlando. Recently updated kitchen and spacious backyard.,
PROP-104974,MLS-104974,07-Dec-2023,"December 27, 2025",493 Adkins Creek ,Denver ,Colorado,79470,United States,48.342572,,VILLA,4,2.3,6720.7,1021.4 sqft,1990.0,1993.0,3.0,N,YES,Oil,,1.0,9.69,49.7,0.8 km,49.96,"$1,924.43",5,99134.62,103877.94,101.7, No,USD,Mary Roberts,CALL-ME-2139,mary.roberts23@gmail.com,"Cozy Villa with great potential, located near top-rated schools in Denver .",Loved the open floor plan and natural light!!
PROP-104122,MLS-104122,21.11.2023,02/24/2024,52218 Michael Throughway,Sea attle,WA,44313,Usa,25.299797,-83.801806,CONDOMINIUM,2,,5026.6,2802.3 sqft,2016.0,,3.0,false,1,Wood,,5.6,12.63,66.5,0.42 mi,109.22,7461.4,102,"$550,656.20",554225.74,197.78,0,USD,Jeffrey Morgan,(439) 987-1657,jeffrey.morgan36@realty.com,"Spacious CONDO featuring 2 bedrooms and 2.3 bathrooms, close to downtown Sea attle.",
PROP-106071,MLS-106071,"April 28, 2024",,7595 Price Hills Apt. 989	,Atlanta ,Georgia	,92967,U.S.A,38.697871,-76.937645,HOUSE,3,2.6,5126.9,2413.1 sqft,1962.0,,2.0,No,No,Electric,,6.4,21.24,70.4,3.45 km,$33.59,"$7,127.75",19,"$504,486.66",,, No,USD,Christopher Cherry,(357) 781-5895,christopher.cherry76@yahoo.com,"Spacious House featuring 3 bedrooms and 2.6 bathrooms, close to downtown Atlanta .",
PROP-107287,MLS-107287,05/30/2026,06/01/2026,020 Emily Haven Apt. 431, Boston,ma,20685, USA,41.000697,-88.079874,TOWNHOUSE,2,2.7,6225.5,951.1 sqft,1964.0,,2.0, No,yes ,Gas,,4.7,17.11,60.1,17.58 km,172.97,"2,622.61",10,"$260,567.17",249374.69,262.2,0,USD,Thomas Harris,(477) 525-1823,thomas.harris95@realty.com,"Cozy TOWNHOUSE with great potential, located near top-rated schools in  Boston.",Traffic noise was worse than expected.
PROP-106993,MLS-106993,09.05.2024,2025-01-24,16381 Melissa Shore,CHARLOTTE,North Carolina,12510,United States,47.623436,-117.914278,APARTMENT,1,1.0,12480.8,1069.6 sqft,1984.0,,2.0, No,Yes,Wood,,6.7,8.78,71.7,5.43 km,$235.90,5089.04,4,Unknown,277181.9,259.15,N,USD,Robert Wright,(866) 807-7493,robert.wright11gmail.com,"Cozy Apartment with great potential, located near top-rated schoolls in CHARLOTTE.",Loved the open floor plan and natural light!!
PROP-105966,MLS-105966,2025-03-01,27-Jun-2026,93346 Gerald Ways,DENVER,CO,87596,US,,-117.363929,TOWNHOUSE,5,3.7,14031.5,300.0 sqft,1963.0,,2.0, No,Y,Oil,,10.0,43.67,70.2,0.58 mi,$166.96,$937.80,29,75829.28,70540.12,235.13,No,USD,Brad Higgins,632-969-4474,brad.higgins75@realty.com,Charming 5-bed Townhouse in the heart of DENVER. Recently updated kitchen and spacious backyard.,
PROP-104104,MLS-104104,"June 02, 2024","August 15, 2025",460 Ward Inlet,charlotte,North Carolina,12046,United States,37.70337,-117.516773,HOUSE,3,2.1,9184.7,1162.5 sqft,1997.0,,2.0,True, No,Oil,Ductless,1.6,17.33,53.8,8.85 mi,46.34,"2,726.70",16,TBD,218500.17,187.96, No,USD,Barbara Adams	,(601) 950-8996,barbara.adams61@realty.com,"Cozy House with great potential, located near top-rated schools in charlotte.",
PROP-102959,MLS-102959,"August 14, 2023",28-Mar-2024,26980 Flores Walks Apt. 086,orlando ,FL,48326,U.S.A,47.408522,-107.919127,HOUSE,4,3.3,7672.2,1164.7 sqft,1986.0,2015.0,2.0, No,N,Electric,,6.5,3.11,70.8,5.44 km,$16.15,"7,729.77",25,389715.51,352380.89,302.55,No,USD,Wendy Barber	,(550) 287-9678,wendy.barber64@yahoo.com,"Cozy House with great potential, located near top-rated schools in orlando.",Closing process took way longer than promised.
PROP-102816,MLS-102816,20-Mar-2025,30.01.2026,67828 Natasha Plains Suite 006,Seatle,Washington,96638,United States,39.154367,-81.067185,CONDOMINIUM,3,,7038.4,258.8 sqm,1987.0,,2.0,No,N,Oil,,6.4,17.48,73.2,6.67 km,131.29,"$5,172.72",41,"$645,632.88",633513.9,227.45,N,USD,Jennifer Garcia,(983) 928-1574,jennifer.garcia75@gmail.com,"Cozy Condo with great potential, located near top-rated schools in Seatle.",Neighborhood is quiet and safe for kids.
